audio_path,start,end,freq_min,freq_max,provider,kw_ecotype,clan,subclan,pod,call_type_raw,call_type,call_family,label_source
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,113.827,114.093,1280.0,1472.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,115.75,116.764,2560.0,2944.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,118.109,118.578,3264.0,3648.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,119.686,120.516,2624.0,2944.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,120.389,120.905,2144.0,2688.0,dfo_crp,NRKW,G,GG,,N45,N45,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,137.296,137.608,2944.0,3328.0,dfo_crp,NRKW,G,GG,,N45,N45,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,145.014,145.843,7104.0,7360.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,154.312,154.702,2720.0,3040.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,155.967,156.28,3424.0,3776.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,163.92,164.483,2720.0,3136.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,165.718,165.984,3424.0,3552.0,dfo_crp,NRKW,G,GG,,N41,N41,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,168.889,169.373,2784.0,3296.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,169.656,170.061,4160.0,4416.0,dfo_crp,NRKW,G,GG,,N41,N41,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,177.796,178.187,5376.0,5568.0,dfo_crp,NRKW,G,GG,,N45,N45,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,178.858,179.202,5216.0,5440.0,dfo_crp,NRKW,G,GG,,N41,N41,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,178.921,179.218,3456.0,3616.0,dfo_crp,NRKW,G,GG,,N41,N41,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,180.953,181.405,5344.0,5632.0,dfo_crp,NRKW,G,GG,,N41,N41,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,182.828,183.297,2208.0,2400.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,183.844,184.141,3040.0,3552.0,dfo_crp,NRKW,G,GG,,N45,N45,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,188.218,188.609,2784.0,3392.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,192.218,192.624,1280.0,1568.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,193.077,193.436,1376.0,1600.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,193.467,194.139,3328.0,3584.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,198.561,199.578,3136.0,3616.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,199.812,200.952,7648.0,7968.0,dfo_crp,NRKW,G,GG,,N41,N41,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,200.828,201.094,3968.0,4160.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,201.437,202.311,3520.0,4032.0,dfo_crp,NRKW,G,GG,,N45,N45,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,202.78,204.28,4608.0,5056.0,dfo_crp,NRKW,G,GG,,N45,N45,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,214.171,214.812,2624.0,2912.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,218.937,219.28,3200.0,3424.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,257.202,257.64,4768.0,4960.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_050000Z.flac,268.436,268.812,2016.0,2176.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,1.061,1.405,2752.0,2944.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,1.578,1.828,1984.0,2144.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,98.296,99.063,1856.0,3072.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,138.344,138.953,3328.0,3776.0,dfo_crp,NRKW,A,AB,,N16,N16,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,142.953,143.75,1472.0,1632.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,179.141,179.765,2240.0,2464.0,dfo_crp,NRKW,G,,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,203.468,203.874,2336.0,2560.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,204.422,205.078,1248.0,1536.0,dfo_crp,NRKW,G,GI,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,206.968,207.436,3040.0,3168.0,dfo_crp,NRKW,G,,,N40,N40,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,208.547,209.656,2368.0,3008.0,dfo_crp,NRKW,G,GI,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_054500Z.flac,211.952,212.39,5280.0,5760.0,dfo_crp,NRKW,G,,,N23i,N23i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,3.343,3.859,2592.0,3520.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,7.421,7.827,2336.0,2528.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,12.468,13.093,2112.0,3200.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,15.53,15.936,3776.0,4128.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,22.061,22.358,2080.0,2272.0,dfo_crp,NRKW,G,,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,28.421,29.092,2336.0,2624.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,37.905,38.405,3072.0,3424.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,43.937,44.827,5632.0,5952.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,44.188,44.532,1728.0,2048.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,49.795,50.53,992.0,1632.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,51.405,52.077,2304.0,2880.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,55.062,55.781,1888.0,3040.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,55.999,56.483,4320.0,4576.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,57.608,58.374,2912.0,3008.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,60.063,60.829,1888.0,3072.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,61.187,61.625,2272.0,2560.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,63.39,63.718,1632.0,2016.0,dfo_crp,NRKW,R,,,N32ii,N32ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,75.405,75.968,1408.0,1856.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,76.812,77.062,3456.0,4096.0,dfo_crp,NRKW,G,GG,,N28,N28,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,77.703,78.109,2112.0,2336.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,80.187,80.624,3872.0,4256.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,81.327,81.608,2816.0,2976.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,92.327,92.655,3008.0,3296.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,93.734,94.468,4192.0,4416.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,95.921,96.327,2656.0,3168.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,97.03,97.953,4416.0,4544.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,97.296,97.813,4288.0,4512.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,98.405,98.936,2176.0,3200.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,102.514,102.873,2368.0,2560.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,105.999,106.843,1824.0,3296.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,111.686,112.014,2784.0,3616.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,112.577,112.952,1728.0,1952.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,114.454,114.704,2976.0,3232.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,114.78,115.139,2304.0,2528.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,117.437,117.718,3008.0,3136.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,119.983,120.264,1728.0,1824.0,dfo_crp,NRKW,G,,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,124.641,125.11,800.0,1216.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,125.218,125.64,2656.0,3200.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,131.75,132.203,2208.0,3584.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,139.859,140.718,4352.0,4576.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,142.187,142.468,2624.0,3360.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,146.405,146.78,2592.0,2752.0,dfo_crp,NRKW,G,,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,148.374,148.812,2304.0,2656.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,149.108,149.374,2720.0,3104.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,150.89,151.171,1696.0,1952.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,154.327,154.782,3936.0,4224.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,155.374,155.78,2560.0,2880.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,158.796,159.859,1664.0,2208.0,dfo_crp,NRKW,R,,,N32ii,N32ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,160.592,161.092,1632.0,2144.0,dfo_crp,NRKW,R,,,N32ii,N32ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,162.624,163.094,3872.0,4192.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,166.608,166.968,4544.0,4800.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,167.844,168.265,2880.0,3008.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,169.937,170.343,3008.0,3328.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,176.453,176.953,2688.0,3360.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,180.234,180.562,3168.0,3328.0,dfo_crp,NRKW,R,,,N32ii,N32ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,186.374,187.282,4576.0,4768.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,190.968,191.359,2016.0,2240.0,dfo_crp,NRKW,G,,,N24ii,N24ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,192.312,192.75,1312.0,1760.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,195.702,195.952,2624.0,2752.0,dfo_crp,NRKW,G,,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,203.78,204.641,4352.0,4512.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,205.78,206.234,3040.0,3200.0,dfo_crp,NRKW,G,GG,,N23ii,N23ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,208.296,209.046,1696.0,2240.0,dfo_crp,NRKW,R,,,N32ii,N32ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,208.952,209.311,2784.0,3104.0,dfo_crp,NRKW,R,,,N32ii,N32ii,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,209.625,209.953,2048.0,2304.0,dfo_crp,NRKW,G,,,N24i,N24i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,211.141,211.391,1440.0,1728.0,dfo_crp,NRKW,R,,,N33,N33,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,211.796,212.062,1728.0,2176.0,dfo_crp,NRKW,R,,,N32i,N32i,NRKW,dclde/dfo_crp
20110816/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110816_060000Z.flac,213.64,213.89,4224.0,4480.0,dfo_crp,NRKW,G,,,N23ii,N23ii,NRKW,dclde/dfo_crp
