audio_path,start,end,provider,kw_ecotype,clan,subclan,pod,call_type,call_family,basename,gcs_key
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,45.647,46.095,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,45.888,46.608,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,53.647,53.999,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,53.647,53.999,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,53.696,53.968,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,57.535,59.168,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,57.535,57.887,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,57.535,57.983,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,57.935,58.319,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,58.047,58.511,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,58.223,58.783,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,58.384,59.168,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,58.4,59.024,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,58.863,59.583,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,58.863,59.343,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,59.119,59.503,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,59.327,59.583,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,61.215,63.215,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,61.215,61.983,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,61.359,62.815,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,61.455,61.727,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,61.919,63.215,dfo_crp,TKW,,,,T04,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,135.663,135.951,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,135.663,135.951,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,138.4,138.736,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,138.4,138.736,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,139.2,139.983,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,139.2,139.728,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,139.231,139.983,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,139.263,139.775,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,139.28,139.76,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,139.935,140.368,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,139.935,140.271,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,140.096,140.368,dfo_crp,TKW,,,,T02,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,141.535,141.967,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,141.535,141.967,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,141.567,141.839,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,149.2,149.616,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,149.2,149.552,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,149.28,149.616,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,152.015,152.511,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,152.015,152.511,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,152.127,152.463,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,152.911,153.759,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,152.911,153.759,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
20131012/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,152.976,153.488,dfo_crp,TKW,,,,T01,Biggs/transient,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac,dclde/2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131012_015100Z.flac
